player_name,team_code,gameweek,match_id,llm_team_rotation,llm_player_rotation,llm_manager_sentiment,llm_strength,llm_source_type,llm_quote,llm_status,is_starter,team_name
Gyökeres,3,23,25-26-prem-arsenal-vs-manchester-united,,,,none,,,ok,0,Arsenal
Harriman-Annous,3,23,25-26-prem-arsenal-vs-manchester-united,,0.8,,implied,journalist_prediction,"Subs from Arrizabalaga, Setford, Lewis-Skelly, Mosquera, Nørgaard, Merino, Nwaneri, Martinelli, Eze, Madueke, Harriman-Annous, Jesus, Havertz",ok,0,Arsenal
Hincapie,3,23,25-26-prem-arsenal-vs-manchester-united,,1.0,,implied,journalist_prediction,"Injured Calafiori (hip, 31 Jan), Hincapié (groin, 31 Jan)",ok,1,Arsenal
Salmon,3,23,25-26-prem-arsenal-vs-manchester-united,,,,none,,,ok,0,Arsenal
Raya,3,23,25-26-prem-arsenal-vs-manchester-united,,,,none,,,ok,1,Arsenal
Arrizabalaga,3,23,25-26-prem-arsenal-vs-manchester-united,,0.8,,implied,journalist_prediction,"Subs from Arrizabalaga, Setford, Lewis-Skelly, Mosquera, Nørgaard, Merino, Nwaneri, Martinelli, Eze, Madueke, Harriman-Annous, Jesus, Havertz",ok,0,Arsenal
Setford,3,23,25-26-prem-arsenal-vs-manchester-united,,0.8,,implied,journalist_prediction,"Subs from Arrizabalaga, Setford, Lewis-Skelly, Mosquera, Nørgaard, Merino, Nwaneri, Martinelli, Eze, Madueke, Harriman-Annous, Jesus, Havertz",ok,0,Arsenal
Gabriel,3,23,25-26-prem-arsenal-vs-manchester-united,,,,none,,,ok,1,Arsenal
Saliba,3,23,25-26-prem-arsenal-vs-manchester-united,,,,none,,,ok,1,Arsenal
Calafiori,3,23,25-26-prem-arsenal-vs-manchester-united,,1.0,,implied,journalist_prediction,"Injured Calafiori (hip, 31 Jan)",ok,0,Arsenal
Sharman-Lowe,8,30,25-26-prem-chelsea-vs-newcastle-united,0.6,,,none,,,ok,0,Chelsea
Merrick,8,30,25-26-prem-chelsea-vs-newcastle-united,0.6,,,none,,,ok,0,Chelsea
Enzo,8,30,25-26-prem-chelsea-vs-newcastle-united,0.6,0.2,,implied,journalist_prediction,"Reece James, Cole Palmer, Enzo Fernandez and Moises Caicedo will all be fresh for Wednesday’s Champions League last-16 first-leg showdown",ok,1,Chelsea
Emenalo,8,30,25-26-prem-chelsea-vs-newcastle-united,0.6,,,none,,,ok,0,Chelsea
Garnacho,8,30,25-26-prem-chelsea-vs-newcastle-united,0.6,,,none,,,ok,1,Chelsea
Hato,8,30,25-26-prem-chelsea-vs-newcastle-united,0.6,,,none,,,ok,0,Chelsea
B.Badiashile,8,30,25-26-prem-chelsea-vs-newcastle-united,0.6,,,none,,,ok,0,Chelsea
Fofana,8,30,25-26-prem-chelsea-vs-newcastle-united,0.6,,,none,,,ok,1,Chelsea
Gittens,8,30,25-26-prem-chelsea-vs-newcastle-united,0.6,0.2,,implied,manager_quote,"Levi [Colwill] is back in modified training, Jamie Gittens is back.",ok,0,Chelsea
Palmer,8,30,25-26-prem-chelsea-vs-newcastle-united,0.6,0.2,,implied,journalist_prediction,"Reece James, Cole Palmer, Enzo Fernandez and Moises Caicedo will all be fresh for Wednesday’s Champions League last-16 first-leg showdown",ok,1,Chelsea
Caicedo,8,30,25-26-prem-chelsea-vs-newcastle-united,0.6,0.2,,implied,journalist_prediction,"Reece James, Cole Palmer, Enzo Fernandez and Moises Caicedo will all be fresh for Wednesday’s Champions League last-16 first-leg showdown",ok,1,Chelsea
Lavia,8,30,25-26-prem-chelsea-vs-newcastle-united,0.6,,,none,,,ok,0,Chelsea
Andrey Santos,8,30,25-26-prem-chelsea-vs-newcastle-united,0.6,,,none,,,ok,0,Chelsea
D.Essugo,8,30,25-26-prem-chelsea-vs-newcastle-united,0.6,,,none,,,ok,0,Chelsea
João Pedro,8,30,25-26-prem-chelsea-vs-newcastle-united,0.6,,,none,,,ok,1,Chelsea
Chalobah,8,30,25-26-prem-chelsea-vs-newcastle-united,0.6,,,none,,,ok,1,Chelsea
Gusto,8,30,25-26-prem-chelsea-vs-newcastle-united,0.6,,,none,,,ok,1,Chelsea
M.Sarr,8,30,25-26-prem-chelsea-vs-newcastle-united,0.6,,,none,,,ok,0,Chelsea
Tosin,8,30,25-26-prem-chelsea-vs-newcastle-united,0.6,,,none,,,ok,0,Chelsea
Acheampong,8,30,25-26-prem-chelsea-vs-newcastle-united,0.6,,,none,,,ok,0,Chelsea
Sánchez,8,30,25-26-prem-chelsea-vs-newcastle-united,0.6,,,none,,,ok,1,Chelsea
Jörgensen,8,30,25-26-prem-chelsea-vs-newcastle-united,0.6,,,none,,,ok,0,Chelsea
Slonina,8,30,25-26-prem-chelsea-vs-newcastle-united,0.6,,,none,,,ok,0,Chelsea
Cucurella,8,30,25-26-prem-chelsea-vs-newcastle-united,0.6,,,none,,,ok,1,Chelsea
James,8,30,25-26-prem-chelsea-vs-newcastle-united,0.6,0.2,,implied,journalist_prediction,"Reece James, Cole Palmer, Enzo Fernandez and Moises Caicedo will all be fresh for Wednesday’s Champions League last-16 first-leg showdown",ok,1,Chelsea
Delap,8,30,25-26-prem-chelsea-vs-newcastle-united,0.6,,,none,,,ok,0,Chelsea
Marc Guiu,8,30,25-26-prem-chelsea-vs-newcastle-united,0.6,,,none,,,ok,0,Chelsea
Ruddy,4,36,25-26-prem-nottingham-forest-vs-newcastle-united,,,,none,,,ok,0,Newcastle
Joelinton,4,36,25-26-prem-nottingham-forest-vs-newcastle-united,,,,none,,,ok,1,Newcastle
Tonali,4,36,25-26-prem-nottingham-forest-vs-newcastle-united,,,,none,,,ok,1,Newcastle
J.Ramsey,4,36,25-26-prem-nottingham-forest-vs-newcastle-united,,,,none,,,ok,0,Newcastle
Wissa,4,36,25-26-prem-nottingham-forest-vs-newcastle-united,,0.8,,implied,journalist_prediction,"That would mean the attacking talent of Anthony Gordon, Harvey Barnes, Anthony Elanga, Nick Woltemade and Yoane Wissa all starting on the bench again.",ok,0,Newcastle
Pope,4,36,25-26-prem-nottingham-forest-vs-newcastle-united,,,,none,,,ok,1,Newcastle
Gillespie,4,36,25-26-prem-nottingham-forest-vs-newcastle-united,,,,none,,,ok,0,Newcastle
Hall,4,36,25-26-prem-nottingham-forest-vs-newcastle-united,,,,none,,,ok,1,Newcastle
Trippier,4,36,25-26-prem-nottingham-forest-vs-newcastle-united,,0.2,,implied,journalist_prediction,Those absences should see Kieran Trippier come in at right-back.,ok,0,Newcastle
A.Murphy,4,36,25-26-prem-nottingham-forest-vs-newcastle-united,,,,none,,,ok,0,Newcastle
Gordon,4,36,25-26-prem-nottingham-forest-vs-newcastle-united,,0.8,,implied,journalist_prediction,"That would mean the attacking talent of Anthony Gordon, Harvey Barnes, Anthony Elanga, Nick Woltemade and Yoane Wissa all starting on the bench again.",ok,0,Newcastle
Elanga,4,36,25-26-prem-nottingham-forest-vs-newcastle-united,,0.8,,implied,journalist_prediction,"That would mean the attacking talent of Anthony Gordon, Harvey Barnes, Anthony Elanga, Nick Woltemade and Yoane Wissa all starting on the bench again.",ok,0,Newcastle
Barnes,4,36,25-26-prem-nottingham-forest-vs-newcastle-united,,0.8,,implied,journalist_prediction,"That would mean the attacking talent of Anthony Gordon, Harvey Barnes, Anthony Elanga, Nick Woltemade and Yoane Wissa all starting on the bench again.",ok,0,Newcastle
Osula,4,36,25-26-prem-nottingham-forest-vs-newcastle-united,,,,none,,,ok,1,Newcastle
Ramsdale,4,36,25-26-prem-nottingham-forest-vs-newcastle-united,,,,none,,,ok,0,Newcastle
Thiaw,4,36,25-26-prem-nottingham-forest-vs-newcastle-united,,,,none,,,ok,1,Newcastle
Seung soo,4,36,25-26-prem-nottingham-forest-vs-newcastle-united,,,,none,,,ok,0,Newcastle
Woltemade,4,36,25-26-prem-nottingham-forest-vs-newcastle-united,,0.8,,implied,journalist_prediction,"That would mean the attacking talent of Anthony Gordon, Harvey Barnes, Anthony Elanga, Nick Woltemade and Yoane Wissa all starting on the bench again.",ok,1,Newcastle
Shahar,4,36,25-26-prem-nottingham-forest-vs-newcastle-united,,,,none,,,ok,0,Newcastle
Alabi,4,36,25-26-prem-nottingham-forest-vs-newcastle-united,,,,none,,,ok,0,Newcastle
Willock,4,36,25-26-prem-nottingham-forest-vs-newcastle-united,,,,none,,,ok,0,Newcastle
Bruno G.,4,36,25-26-prem-nottingham-forest-vs-newcastle-united,,,,none,,,ok,1,Newcastle
J.Murphy,4,36,25-26-prem-nottingham-forest-vs-newcastle-united,,,,none,,,ok,1,Newcastle
Botman,4,36,25-26-prem-nottingham-forest-vs-newcastle-united,,,,none,,,ok,1,Newcastle
Burn,4,36,25-26-prem-nottingham-forest-vs-newcastle-united,,,,none,,,ok,1,Newcastle
Pivas,4,36,25-26-prem-nottingham-forest-vs-newcastle-united,,,,none,,,ok,0,Newcastle
Neave,4,36,25-26-prem-nottingham-forest-vs-newcastle-united,,,,none,,,ok,0,Newcastle
Morgan,94,6,25-26-prem-brentford-vs-manchester-united,,,,none,,,empty_corpus,0,Brentford
Nelson,94,6,25-26-prem-brentford-vs-manchester-united,,,,none,,,empty_corpus,0,Brentford
O.Dango,94,6,25-26-prem-brentford-vs-manchester-united,,,,none,,,empty_corpus,1,Brentford
Kelleher,94,6,25-26-prem-brentford-vs-manchester-united,,,,none,,,empty_corpus,1,Brentford
Balcombe,94,6,25-26-prem-brentford-vs-manchester-united,,,,none,,,empty_corpus,0,Brentford
Cox,94,6,25-26-prem-brentford-vs-manchester-united,,,,none,,,empty_corpus,0,Brentford
Eyestone,94,6,25-26-prem-brentford-vs-manchester-united,,,,none,,,empty_corpus,0,Brentford
Valdimarsson,94,6,25-26-prem-brentford-vs-manchester-united,,,,none,,,empty_corpus,0,Brentford
Collins,94,6,25-26-prem-brentford-vs-manchester-united,,,,none,,,empty_corpus,1,Brentford
Lewis-Potter,94,6,25-26-prem-brentford-vs-manchester-united,,,,none,,,empty_corpus,0,Brentford
Ajer,94,6,25-26-prem-brentford-vs-manchester-united,,,,none,,,empty_corpus,0,Brentford
Henry,94,6,25-26-prem-brentford-vs-manchester-united,,,,none,,,empty_corpus,0,Brentford
Kayode,94,6,25-26-prem-brentford-vs-manchester-united,,,,none,,,empty_corpus,1,Brentford
Pinnock,94,6,25-26-prem-brentford-vs-manchester-united,,,,none,,,empty_corpus,0,Brentford
Van den Berg,94,6,25-26-prem-brentford-vs-manchester-united,,,,none,,,empty_corpus,1,Brentford
Arthur,94,6,25-26-prem-brentford-vs-manchester-united,,,,none,,,empty_corpus,0,Brentford
Fredrick,94,6,25-26-prem-brentford-vs-manchester-united,,,,none,,,empty_corpus,0,Brentford
Hickey,94,6,25-26-prem-brentford-vs-manchester-united,,,,none,,,empty_corpus,1,Brentford
Ji-soo,94,6,25-26-prem-brentford-vs-manchester-united,,,,none,,,empty_corpus,0,Brentford
Schade,94,6,25-26-prem-brentford-vs-manchester-united,,,,none,,,empty_corpus,1,Brentford
Damsgaard,94,6,25-26-prem-brentford-vs-manchester-united,,,,none,,,empty_corpus,1,Brentford
Milambo,94,6,25-26-prem-brentford-vs-manchester-united,,,,none,,,empty_corpus,0,Brentford
Carvalho,94,6,25-26-prem-brentford-vs-manchester-united,,,,none,,,empty_corpus,0,Brentford
Henderson,94,6,25-26-prem-brentford-vs-manchester-united,,,,none,,,empty_corpus,1,Brentford
Janelt,94,6,25-26-prem-brentford-vs-manchester-united,,,,none,,,empty_corpus,0,Brentford
Jensen,94,6,25-26-prem-brentford-vs-manchester-united,,,,none,,,empty_corpus,0,Brentford
Nunes,94,6,25-26-prem-brentford-vs-manchester-united,,,,none,,,empty_corpus,0,Brentford
Onyeka,94,6,25-26-prem-brentford-vs-manchester-united,,,,none,,,empty_corpus,0,Brentford
Yarmoliuk,94,6,25-26-prem-brentford-vs-manchester-united,,,,none,,,empty_corpus,1,Brentford
Donovan,94,6,25-26-prem-brentford-vs-manchester-united,,,,none,,,empty_corpus,0,Brentford
Konak,94,6,25-26-prem-brentford-vs-manchester-united,,,,none,,,empty_corpus,0,Brentford
Maghoma,94,6,25-26-prem-brentford-vs-manchester-united,,,,none,,,empty_corpus,0,Brentford
Peart-Harris,94,6,25-26-prem-brentford-vs-manchester-united,,,,none,,,empty_corpus,0,Brentford
Thiago,94,6,25-26-prem-brentford-vs-manchester-united,,,,none,,,empty_corpus,1,Brentford
Dasilva,94,6,25-26-prem-brentford-vs-manchester-united,,,,none,,,empty_corpus,0,Brentford
Mbeumo,1,11,25-26-prem-tottenham-hotspur-vs-manchester-united,,,,none,,,ok,1,Man Utd
Bayindir,1,11,25-26-prem-tottenham-hotspur-vs-manchester-united,,,,none,,,ok,0,Man Utd
Heaton,1,11,25-26-prem-tottenham-hotspur-vs-manchester-united,,,,none,,,ok,0,Man Utd
Mee,1,11,25-26-prem-tottenham-hotspur-vs-manchester-united,,,,none,,,ok,0,Man Utd
De Ligt,1,11,25-26-prem-tottenham-hotspur-vs-manchester-united,,,,none,,,ok,1,Man Utd
Mazraoui,1,11,25-26-prem-tottenham-hotspur-vs-manchester-united,,,,none,,,ok,1,Man Utd
D.Leon,1,11,25-26-prem-tottenham-hotspur-vs-manchester-united,,,,none,,,ok,0,Man Utd
Dalot,1,11,25-26-prem-tottenham-hotspur-vs-manchester-united,,,,none,,,ok,0,Man Utd
Dorgu,1,11,25-26-prem-tottenham-hotspur-vs-manchester-united,,,,none,,,ok,1,Man Utd
Maguire,1,11,25-26-prem-tottenham-hotspur-vs-manchester-united,,,,none,,,ok,1,Man Utd
Shaw,1,11,25-26-prem-tottenham-hotspur-vs-manchester-united,,,,none,,,ok,1,Man Utd
Yoro,1,11,25-26-prem-tottenham-hotspur-vs-manchester-united,,,,none,,,ok,0,Man Utd
Fredricson,1,11,25-26-prem-tottenham-hotspur-vs-manchester-united,,,,none,,,ok,0,Man Utd
Heaven,1,11,25-26-prem-tottenham-hotspur-vs-manchester-united,,,,none,,,ok,0,Man Utd
Malacia,1,11,25-26-prem-tottenham-hotspur-vs-manchester-united,,,,none,,,ok,0,Man Utd
B.Fernandes,1,11,25-26-prem-tottenham-hotspur-vs-manchester-united,,,,none,,,ok,1,Man Utd
Cunha,1,11,25-26-prem-tottenham-hotspur-vs-manchester-united,,,,none,,,ok,1,Man Utd
Amad,1,11,25-26-prem-tottenham-hotspur-vs-manchester-united,,,,none,,,ok,1,Man Utd
Mount,1,11,25-26-prem-tottenham-hotspur-vs-manchester-united,,,,none,,,ok,0,Man Utd
Casemiro,1,11,25-26-prem-tottenham-hotspur-vs-manchester-united,,,,none,,,ok,1,Man Utd
Mainoo,1,11,25-26-prem-tottenham-hotspur-vs-manchester-united,,,,none,,,ok,0,Man Utd
Ugarte,1,11,25-26-prem-tottenham-hotspur-vs-manchester-united,,,,none,,,ok,0,Man Utd
Fitzgerald,1,11,25-26-prem-tottenham-hotspur-vs-manchester-united,,,,none,,,ok,0,Man Utd
J.Fletcher,1,11,25-26-prem-tottenham-hotspur-vs-manchester-united,,,,none,,,ok,0,Man Utd
Kone,1,11,25-26-prem-tottenham-hotspur-vs-manchester-united,,,,none,,,ok,0,Man Utd
Zirkzee,1,11,25-26-prem-tottenham-hotspur-vs-manchester-united,,,,none,,,ok,0,Man Utd
Obi,1,11,25-26-prem-tottenham-hotspur-vs-manchester-united,,,,none,,,ok,0,Man Utd
Šeško,1,11,25-26-prem-tottenham-hotspur-vs-manchester-united,,,,none,,,ok,0,Man Utd
Lammens,1,11,25-26-prem-tottenham-hotspur-vs-manchester-united,,,,none,,,ok,1,Man Utd
Gonzalez,39,13,25-26-prem-aston-villa-vs-wolverhampton-wanderers,,,,none,,,ok,0,Wolves
Tchatchoua,39,13,25-26-prem-aston-villa-vs-wolverhampton-wanderers,,,,none,,,ok,1,Wolves
Krejčí,39,13,25-26-prem-aston-villa-vs-wolverhampton-wanderers,,,,none,,,ok,0,Wolves
Tolu,39,13,25-26-prem-aston-villa-vs-wolverhampton-wanderers,,,,none,,,ok,0,Wolves
Pond,39,13,25-26-prem-aston-villa-vs-wolverhampton-wanderers,,,,none,,,ok,0,Wolves
Chirewa,39,13,25-26-prem-aston-villa-vs-wolverhampton-wanderers,,,,none,,,ok,0,Wolves
Edozie,39,13,25-26-prem-aston-villa-vs-wolverhampton-wanderers,,,,none,,,ok,0,Wolves
Fraser,39,13,25-26-prem-aston-villa-vs-wolverhampton-wanderers,,,,none,,,ok,0,Wolves
Johnstone,39,13,25-26-prem-aston-villa-vs-wolverhampton-wanderers,,,,none,,,ok,1,Wolves
José Sá,39,13,25-26-prem-aston-villa-vs-wolverhampton-wanderers,,,,none,,,ok,0,Wolves
Agbadou,39,13,25-26-prem-aston-villa-vs-wolverhampton-wanderers,,,,none,,,ok,1,Wolves
Fer López,39,13,25-26-prem-aston-villa-vs-wolverhampton-wanderers,,,,none,,,ok,0,Wolves
Hee Chan,39,13,25-26-prem-aston-villa-vs-wolverhampton-wanderers,,,,none,,,ok,0,Wolves
Gomes,39,13,25-26-prem-aston-villa-vs-wolverhampton-wanderers,,,,none,,,ok,1,Wolves
J.Arias,39,13,25-26-prem-aston-villa-vs-wolverhampton-wanderers,,,,none,,,ok,1,Wolves
Møller Wolfe,39,13,25-26-prem-aston-villa-vs-wolverhampton-wanderers,,,,none,,,ok,1,Wolves
S.Bueno,39,13,25-26-prem-aston-villa-vs-wolverhampton-wanderers,,,,none,,,ok,0,Wolves
Toti,39,13,25-26-prem-aston-villa-vs-wolverhampton-wanderers,,,,none,,,ok,1,Wolves
Hoever,39,13,25-26-prem-aston-villa-vs-wolverhampton-wanderers,,,,none,,,ok,0,Wolves
Mané,39,13,25-26-prem-aston-villa-vs-wolverhampton-wanderers,,,,none,,,ok,0,Wolves
André,39,13,25-26-prem-aston-villa-vs-wolverhampton-wanderers,,,,none,,,ok,1,Wolves
Bellegarde,39,13,25-26-prem-aston-villa-vs-wolverhampton-wanderers,,,,none,,,ok,1,Wolves
Munetsi,39,13,25-26-prem-aston-villa-vs-wolverhampton-wanderers,,,,none,,,ok,0,Wolves
Strand Larsen,39,13,25-26-prem-aston-villa-vs-wolverhampton-wanderers,,,,none,,,ok,1,Wolves
Doherty,39,13,25-26-prem-aston-villa-vs-wolverhampton-wanderers,,,,none,,,ok,0,Wolves
H.Bueno,39,13,25-26-prem-aston-villa-vs-wolverhampton-wanderers,,,,none,,,ok,0,Wolves
Mosquera,39,13,25-26-prem-aston-villa-vs-wolverhampton-wanderers,,,,none,,,ok,1,Wolves
Byfield,6,14,25-26-prem-newcastle-united-vs-tottenham-hotspur,,,,none,,,ok,0,Spurs
Vicario,6,14,25-26-prem-newcastle-united-vs-tottenham-hotspur,,,,none,,,ok,1,Spurs
